Image;Time(s);Temperature(oC);Change_in_Length(micrometer);Force(N)
Gio_52100mod3_300_2h_1_1-01608;8198.791504;300.02799949999996;-9.5755365;-0.005859
Gio_52100mod3_300_2h_1_1-01609;8203.291504;300.0289305;-9.5728435;-0.005859
Gio_52100mod3_300_2h_1_1-01610;8207.791992499999;300.09729;-9.5391835;-0.005859
Gio_52100mod3_300_2h_1_1-01611;8214.5424805;299.929062;-9.5486085;-0.005859
Gio_52100mod3_300_2h_1_1-01612;8219.041504;300.0482025;-9.52572;-0.005859
Gio_52100mod3_300_2h_1_1-01613;8223.541992499999;300.0253755;-9.529758999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01614;8229.167969;300.04715;-9.513602;-0.005859
Gio_52100mod3_300_2h_1_1-01615;8234.791504;300.0173495;-9.5041775;-0.005859
Gio_52100mod3_300_2h_1_1-01616;8239.2924805;299.945114;-9.5001385;-0.005859
Gio_52100mod3_300_2h_1_1-01617;8243.791504;300.061172;-9.4866745;-0.005859
Gio_52100mod3_300_2h_1_1-01618;8250.541504;300.00328049999996;-9.4799425;-0.005859
Gio_52100mod3_300_2h_1_1-01619;8255.041016;299.98336800000004;-9.473211;-0.005859
Gio_52100mod3_300_2h_1_1-01620;8259.541504;300.05423;-9.467825;-0.005859
Gio_52100mod3_300_2h_1_1-01621;8265.166016;299.96347;-9.47321;-0.005859
Gio_52100mod3_300_2h_1_1-01622;8269.666992;299.965332;-9.427433;-0.005859
Gio_52100mod3_300_2h_1_1-01623;8275.291992;299.99496450000004;-9.4382045;-0.005859
Gio_52100mod3_300_2h_1_1-01624;8279.791504;300.03878799999995;-9.4422435;-0.005859
Gio_52100mod3_300_2h_1_1-01625;8284.291016;299.9883115;-9.412623;-0.005859
Gio_52100mod3_300_2h_1_1-01626;8289.916016;299.937561;-9.408584;-0.005859
Gio_52100mod3_300_2h_1_1-01627;8295.541992499999;300.004837;-9.3951195;-0.005859
Gio_52100mod3_300_2h_1_1-01628;8300.041504;300.0801695;-9.3843485;-0.005859
Gio_52100mod3_300_2h_1_1-01629;8304.541504;300.024918;-9.392427000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01630;8311.291992;300.0477445;-9.358767499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01631;8315.791504;299.84121700000003;-9.350689;-0.005859
Gio_52100mod3_300_2h_1_1-01632;8320.291992499999;299.9549715;-9.3695385;-0.005859
Gio_52100mod3_300_2h_1_1-01633;8324.791504;300.024292;-9.353382;-0.005859
Gio_52100mod3_300_2h_1_1-01634;8329.291992;299.97132899999997;-9.330493;-0.005859
Gio_52100mod3_300_2h_1_1-01635;8336.041504;300.02583300000003;-9.3426105;-0.005859
Gio_52100mod3_300_2h_1_1-01636;8340.5424805;299.981369;-9.3102975;-0.005859
Gio_52100mod3_300_2h_1_1-01637;8345.041504;300.00376900000003;-9.308951;-0.005859
Gio_52100mod3_300_2h_1_1-01638;8350.666016;300.00824;-9.292794;-0.005859
Gio_52100mod3_300_2h_1_1-01639;8356.291992499999;299.98584;-9.288755;-0.005859
Gio_52100mod3_300_2h_1_1-01640;8360.791504;300.0784455;-9.294140500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01641;8365.291504;300.116409;-9.2685595;-0.005859
Gio_52100mod3_300_2h_1_1-01642;8372.041504;299.984741;-9.260480999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01643;8376.541504;300.1197965;-9.240285;-0.005859
Gio_52100mod3_300_2h_1_1-01644;8381.041504;299.90095499999995;-9.2631735;-0.005859
Gio_52100mod3_300_2h_1_1-01645;8386.666992;299.909424;-9.271252;-0.005859
Gio_52100mod3_300_2h_1_1-01646;8392.291504;300.0339815;-9.198547;-0.005859
Gio_52100mod3_300_2h_1_1-01647;8396.791504;299.90835549999997;-9.244323999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01648;8401.291992;300.0505215;-9.217396;-0.005859
Gio_52100mod3_300_2h_1_1-01649;8408.041504;300.0411075;-9.210664;-0.005859
Gio_52100mod3_300_2h_1_1-01650;8412.5424805;300.019638;-9.2106645;-0.005859
Gio_52100mod3_300_2h_1_1-01651;8417.041504;299.992798;-9.1796975;-0.005859
Gio_52100mod3_300_2h_1_1-01652;8422.666992;300.073944;-9.233553;-0.005859
Gio_52100mod3_300_2h_1_1-01653;8428.291504;299.967163;-9.1662335;-0.005859
Gio_52100mod3_300_2h_1_1-01654;8432.791992499999;299.96421799999996;-9.181043500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01655;8437.2924805;300.010071;-9.1635405;-0.005859
Gio_52100mod3_300_2h_1_1-01656;8444.041504;299.807541;-9.171618;-0.005859
Gio_52100mod3_300_2h_1_1-01657;8448.5424805;299.8828735;-9.155462499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01658;8453.041504;300.0391085;-9.158155;-0.005859
Gio_52100mod3_300_2h_1_1-01659;8458.666016;300.032928;-9.136613;-0.005859
Gio_52100mod3_300_2h_1_1-01660;8464.291016;300.03308100000004;-9.129881;-0.005859
Gio_52100mod3_300_2h_1_1-01661;8468.791504;299.9552915;-9.116417;-0.005859
Gio_52100mod3_300_2h_1_1-01662;8473.291504;300.01499950000004;-9.144691;-0.005859
Gio_52100mod3_300_2h_1_1-01663;8480.041992499999;300.00712599999997;-9.089489;-0.005859
Gio_52100mod3_300_2h_1_1-01664;8484.541504;300.0111545;-9.10026;-0.005859
Gio_52100mod3_300_2h_1_1-01665;8489.0424805;300.0089875;-9.084102999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01666;8494.666992;300.015045;-9.053137;-0.005859
Gio_52100mod3_300_2h_1_1-01667;8500.291504;300.058853;-9.076025000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01668;8504.791504;300.0719755;-9.0464045;-0.005859
Gio_52100mod3_300_2h_1_1-01669;8509.291504;299.978607;-9.0315945;-0.005859
Gio_52100mod3_300_2h_1_1-01670;8516.041504;299.8963015;-9.027555;-0.005859
Gio_52100mod3_300_2h_1_1-01671;8520.541504;300.03243999999995;-9.0410185;-0.005859
Gio_52100mod3_300_2h_1_1-01672;8525.041504;299.968567;-9.034286999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01673;8530.666016;299.967163;-9.01813;-0.005859
Gio_52100mod3_300_2h_1_1-01674;8536.291992499999;299.964676;-9.039673;-0.005859
Gio_52100mod3_300_2h_1_1-01675;8540.791504;300.1341705;-9.0073595;-0.005859
Gio_52100mod3_300_2h_1_1-01676;8545.2924805;299.93922399999997;-9.001974;-0.005859
Gio_52100mod3_300_2h_1_1-01677;8552.041992;299.9426115;-8.987163500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01678;8556.541504;300.000992;-8.968314;-0.005859
Gio_52100mod3_300_2h_1_1-01679;8561.041504;299.99357599999996;-8.985816499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01680;8566.666016;300.0737;-8.942733;-0.005859
Gio_52100mod3_300_2h_1_1-01681;8572.291504;299.9954225;-8.960235;-0.005859
Gio_52100mod3_300_2h_1_1-01682;8576.791504;299.97749350000004;-8.933307500000002;-0.005859
Gio_52100mod3_300_2h_1_1-01683;8581.291504;300.0982055;-8.961582;-0.005859
Gio_52100mod3_300_2h_1_1-01684;8588.041504;300.0816955;-8.918497;-0.005859
Gio_52100mod3_300_2h_1_1-01685;8592.541016;300.1267395;-8.899648;-0.005859
Gio_52100mod3_300_2h_1_1-01686;8597.0424805;300.0852355;-8.9225365;-0.005859
Gio_52100mod3_300_2h_1_1-01687;8602.666992;300.055725;-8.891569;-0.005859
Gio_52100mod3_300_2h_1_1-01688;8608.291992;299.932144;-8.903687;-0.005859
Gio_52100mod3_300_2h_1_1-01689;8612.791504;300.005905;-8.85791;-0.005859
Gio_52100mod3_300_2h_1_1-01690;8617.291016;299.96748349999996;-8.868681;-0.005859
Gio_52100mod3_300_2h_1_1-01691;8624.041504;300.002365;-8.859256;-0.005859
Gio_52100mod3_300_2h_1_1-01692;8628.541504;299.96099849999996;-8.8471385;-0.005859
Gio_52100mod3_300_2h_1_1-01693;8633.041504;299.850769;-8.844446;-0.005859
Gio_52100mod3_300_2h_1_1-01694;8638.666016;300.013763;-8.837714;-0.005859
Gio_52100mod3_300_2h_1_1-01695;8644.291504;299.958969;-8.830982;-0.005859
Gio_52100mod3_300_2h_1_1-01696;8648.791504;300.11099249999995;-8.7959755;-0.005859
Gio_52100mod3_300_2h_1_1-01697;8653.291504;300.0108335;-8.8377135;-0.005859
Gio_52100mod3_300_2h_1_1-01698;8660.041504;299.90801999999996;-8.8040545;-0.005859
Gio_52100mod3_300_2h_1_1-01699;8664.541992;300.05375649999996;-8.770394499999998;-0.005859
Gio_52100mod3_300_2h_1_1-01700;8669.041504;300.092636;-8.791936499999998;-0.005859
Gio_52100mod3_300_2h_1_1-01701;8675.7924805;299.98181150000005;-8.801361;-0.005859
Gio_52100mod3_300_2h_1_1-01702;8680.291504;300.0262755;-8.785204499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01703;8684.791504;299.942444;-8.767700999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01704;8689.291504;299.937973;-8.765009;-0.005859
Gio_52100mod3_300_2h_1_1-01705;8696.041504;300.01977550000004;-8.7542375;-0.005859
Gio_52100mod3_300_2h_1_1-01706;8700.541504;299.99232500000005;-8.7434665;-0.005859
Gio_52100mod3_300_2h_1_1-01707;8705.041504;300.07209750000004;-8.7421205;-0.005859
Gio_52100mod3_300_2h_1_1-01708;8711.791504;300.061752;-8.720577500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01709;8716.291504;299.9484715;-8.735388;-0.005859
Gio_52100mod3_300_2h_1_1-01710;8720.791992499999;300.04617299999995;-8.7340415;-0.005859
Gio_52100mod3_300_2h_1_1-01711;8725.2924805;299.9514005;-8.715192;-0.005859
Gio_52100mod3_300_2h_1_1-01712;8729.791504;299.9528045;-8.719231;-0.005859
Gio_52100mod3_300_2h_1_1-01713;8735.416016;300.184143;-8.681533;-0.005859
Gio_52100mod3_300_2h_1_1-01714;8741.041504;299.92704749999996;-8.682879;-0.005859
Gio_52100mod3_300_2h_1_1-01715;8745.541504;300.0839995;-8.682879;-0.005859
Gio_52100mod3_300_2h_1_1-01716;8750.041504;300.0276645;-8.688264499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01717;8756.791992499999;299.9263915;-8.6546045;-0.005859
Gio_52100mod3_300_2h_1_1-01718;8761.291504;300.05159;-8.6519125;-0.005859
Gio_52100mod3_300_2h_1_1-01719;8765.791504;300.02854950000005;-8.6869175;-0.005859
Gio_52100mod3_300_2h_1_1-01720;8771.416016;299.967773;-8.630369;-0.005859
Gio_52100mod3_300_2h_1_1-01721;8777.041504;300.0361635;-8.629023;-0.005859
Gio_52100mod3_300_2h_1_1-01722;8781.541504;300.0701295;-8.6142125;-0.005859
Gio_52100mod3_300_2h_1_1-01723;8786.041504;299.859558;-8.607481;-0.005859
Gio_52100mod3_300_2h_1_1-01724;8792.791504;299.94137550000005;-8.5926705;-0.005859
Gio_52100mod3_300_2h_1_1-01725;8797.291504;299.9947965;-8.6209445;-0.005859
Gio_52100mod3_300_2h_1_1-01726;8801.791992;299.9807285;-8.595364;-0.005859
Gio_52100mod3_300_2h_1_1-01727;8807.416992;299.945862;-8.630369;-0.005859
Gio_52100mod3_300_2h_1_1-01728;8813.041504;300.0864715;-8.591324;-0.005859
Gio_52100mod3_300_2h_1_1-01729;8817.541504;300.01469399999996;-8.6115195;-0.005859
Gio_52100mod3_300_2h_1_1-01730;8822.041504;299.99879450000003;-8.5994025;-0.005859
Gio_52100mod3_300_2h_1_1-01731;8828.791504;299.9677885;-8.5590105;-0.005859
Gio_52100mod3_300_2h_1_1-01732;8833.291504;299.98719800000003;-8.536121999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01733;8837.7924805;299.9237825;-8.5374685;-0.005859
Gio_52100mod3_300_2h_1_1-01734;8844.5424805;299.893997;-8.5361225;-0.005859
Gio_52100mod3_300_2h_1_1-01735;8849.041504;300.000656;-8.536122;-0.005859
Gio_52100mod3_300_2h_1_1-01736;8853.541504;299.97872900000004;-8.52939;-0.005859
Gio_52100mod3_300_2h_1_1-01737;8858.041992499999;300.06100449999997;-8.521312;-0.005859
Gio_52100mod3_300_2h_1_1-01738;8864.791504;300.000183;-8.488998500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01739;8869.291992499999;300.00714100000005;-8.5240045;-0.005859
Gio_52100mod3_300_2h_1_1-01740;8873.791016;300.0147095;-8.517273;-0.005859
Gio_52100mod3_300_2h_1_1-01741;8880.541504;299.940765;-8.4836125;-0.005859
Gio_52100mod3_300_2h_1_1-01742;8885.041504;299.9812165;-8.506501;-0.005859
Gio_52100mod3_300_2h_1_1-01743;8889.541992499999;299.957733;-8.487652;-0.005859
Gio_52100mod3_300_2h_1_1-01744;8894.0424805;299.94122300000004;-8.478227;-0.005859
Gio_52100mod3_300_2h_1_1-01745;8900.791992499999;300.0690155;-8.472842;-0.005859
Gio_52100mod3_300_2h_1_1-01746;8905.291504;299.9782715;-8.420333;-0.005859
Gio_52100mod3_300_2h_1_1-01747;8909.791992;299.9437105;-8.470149;-0.005859
Gio_52100mod3_300_2h_1_1-01748;8916.541504;299.96516399999996;-8.482267;-0.005859
Gio_52100mod3_300_2h_1_1-01749;8921.041504;300.05744949999996;-8.4445675;-0.005859
Gio_52100mod3_300_2h_1_1-01750;8925.541504;300.1173405;-8.439182;-0.005859
Gio_52100mod3_300_2h_1_1-01751;8930.041992;300.0779725;-8.4378355;-0.005859
Gio_52100mod3_300_2h_1_1-01752;8936.791504;300.06102;-8.4270645;-0.005859
Gio_52100mod3_300_2h_1_1-01753;8941.291504;299.973648;-8.4109075;-0.005859
Gio_52100mod3_300_2h_1_1-01754;8945.791504;299.945236;-8.421679000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01755;8951.416016;300.089386;-8.353013;-0.005859
Gio_52100mod3_300_2h_1_1-01756;8957.041504;300.0972745;-8.390712;-0.005859
Gio_52100mod3_300_2h_1_1-01757;8961.541992499999;300.000656;-8.390712;-0.005859
Gio_52100mod3_300_2h_1_1-01758;8966.041504;299.90835549999997;-8.3705155;-0.005859
Gio_52100mod3_300_2h_1_1-01759;8972.791992499999;300.0136265;-8.381287;-0.005859
Gio_52100mod3_300_2h_1_1-01760;8977.291504;300.0594635;-8.3678235;-0.005859
Gio_52100mod3_300_2h_1_1-01761;8981.791504;299.915329;-8.3893655;-0.005859
Gio_52100mod3_300_2h_1_1-01762;8987.416016;300.025543;-8.347628;-0.005859
Gio_52100mod3_300_2h_1_1-01763;8993.041504;300.00561500000003;-8.35436;-0.005859
Gio_52100mod3_300_2h_1_1-01764;8997.5424805;300.004059;-8.332817;-0.005859
Gio_52100mod3_300_2h_1_1-01765;9002.041504;299.9890745;-8.3301245;-0.005859
Gio_52100mod3_300_2h_1_1-01766;9008.791504;300.01950050000005;-8.336856000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01767;9013.2924805;300.07397449999996;-8.332816999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01768;9017.791504;299.972122;-8.339549;-0.005859
Gio_52100mod3_300_2h_1_1-01769;9023.416992;300.112244;-8.307236;-0.005859
Gio_52100mod3_300_2h_1_1-01770;9029.041504;299.9680935;-8.3031965;-0.005859
Gio_52100mod3_300_2h_1_1-01771;9033.541504;299.9262545;-8.2762685;-0.005859
Gio_52100mod3_300_2h_1_1-01772;9038.041016;300.070297;-8.303196499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01773;9044.791504;300.114716;-8.2830005;-0.005859
Gio_52100mod3_300_2h_1_1-01774;9049.291992499999;299.9068145;-8.287039499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01775;9053.791504;300.0239715;-8.2897325;-0.005859
Gio_52100mod3_300_2h_1_1-01776;9060.541992499999;300.0065155;-8.277615;-0.005859
Gio_52100mod3_300_2h_1_1-01777;9065.0424805;300.00453200000004;-8.2385695;-0.005859
Gio_52100mod3_300_2h_1_1-01778;9069.541504;300.0335695;-8.2439555;-0.005859
Gio_52100mod3_300_2h_1_1-01779;9074.041992499999;300.0174865;-8.2628045;-0.005859
Gio_52100mod3_300_2h_1_1-01780;9080.791992499999;299.930725;-8.241262500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01781;9085.291504;299.882736;-8.2520335;-0.005859
Gio_52100mod3_300_2h_1_1-01782;9089.791992499999;300.06131;-8.223759999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01783;9096.541504;299.973648;-8.198177999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01784;9101.041504;300.0105435;-8.2049095;-0.005859
Gio_52100mod3_300_2h_1_1-01785;9105.5424805;300.017029;-8.199524499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01786;9110.0424805;300.003433;-8.211642000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01787;9116.7924805;299.94062799999995;-8.218374;-0.005859
Gio_52100mod3_300_2h_1_1-01788;9121.291504;299.968094;-8.20491;-0.005859
Gio_52100mod3_300_2h_1_1-01789;9125.791504;300.091263;-8.2102955;-0.005859
Gio_52100mod3_300_2h_1_1-01790;9132.541016;300.06391900000006;-8.191446;-0.005859
Gio_52100mod3_300_2h_1_1-01791;9137.041504;299.950516;-8.215681;-0.005859
Gio_52100mod3_300_2h_1_1-01792;9141.541504;300.0901795;-8.1995245;-0.005859
Gio_52100mod3_300_2h_1_1-01793;9147.167969;300.082275;-8.172597;-0.005859
Gio_52100mod3_300_2h_1_1-01794;9152.791504;299.95605450000005;-8.1779825;-0.005859
Gio_52100mod3_300_2h_1_1-01795;9157.291504;300.1605225;-8.180675;-0.005859
Gio_52100mod3_300_2h_1_1-01796;9161.791504;299.90913350000005;-8.168557499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01797;9168.5424805;299.9450985;-8.160479;-0.005859
Gio_52100mod3_300_2h_1_1-01798;9173.041992499999;299.9920045;-8.151054;-0.005859
Gio_52100mod3_300_2h_1_1-01799;9177.5424805;299.967453;-8.147015;-0.005859
Gio_52100mod3_300_2h_1_1-01800;9183.166992;299.837799;-8.153747;-0.005859
Gio_52100mod3_300_2h_1_1-01801;9188.791992499999;299.928131;-8.118740500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01802;9193.291504;299.96144100000004;-8.136243499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01803;9197.791504;299.9719695;-8.1227795;-0.005859
Gio_52100mod3_300_2h_1_1-01804;9204.541016;299.95451349999996;-8.12278;-0.005859
Gio_52100mod3_300_2h_1_1-01805;9209.0424805;299.9813845;-8.1160475;-0.005859
Gio_52100mod3_300_2h_1_1-01806;9213.541504;299.9734955;-8.093159;-0.005859
Gio_52100mod3_300_2h_1_1-01807;9218.041504;299.898636;-8.099892;-0.005859
Gio_52100mod3_300_2h_1_1-01808;9222.541992499999;300.0054625;-8.099892;-0.005859
Gio_52100mod3_300_2h_1_1-01809;9229.291504;300.025818;-8.0877735;-0.005859
Gio_52100mod3_300_2h_1_1-01810;9233.791504;300.031845;-8.0850805;-0.005859
Gio_52100mod3_300_2h_1_1-01811;9238.291504;299.926117;-8.0527675;-0.005859
Gio_52100mod3_300_2h_1_1-01812;9242.791504;299.963486;-8.0527675;-0.005859
Gio_52100mod3_300_2h_1_1-01813;9249.541992;299.9839935;-8.051421;-0.005859
Gio_52100mod3_300_2h_1_1-01814;9254.041504;300.06919849999997;-8.052768;-0.005859
Gio_52100mod3_300_2h_1_1-01815;9258.541504;299.925049;-8.052768;-0.005859
Gio_52100mod3_300_2h_1_1-01816;9265.291992499999;299.8568115;-8.047381999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01817;9269.7924805;299.9545135;-8.0258395;-0.005859
Gio_52100mod3_300_2h_1_1-01818;9274.291504;299.9730225;-8.0352645;-0.005859
Gio_52100mod3_300_2h_1_1-01819;9279.916016;300.085083;-8.056807;-0.005859
Gio_52100mod3_300_2h_1_1-01820;9285.541504;299.9983365;-8.0352645;-0.005859
Gio_52100mod3_300_2h_1_1-01821;9290.041504;300.1195065;-8.012376;-0.005859
Gio_52100mod3_300_2h_1_1-01822;9294.541992499999;300.07318150000003;-8.020454;-0.005859
Gio_52100mod3_300_2h_1_1-01823;9301.291504;299.884613;-8.012375500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01824;9305.791504;300.02677900000003;-8.0056435;-0.005859
Gio_52100mod3_300_2h_1_1-01825;9310.291504;300.075684;-8.0056435;-0.005859
Gio_52100mod3_300_2h_1_1-01826;9315.916016;300.042175;-7.997565;-0.005859
Gio_52100mod3_300_2h_1_1-01827;9321.541992499999;299.952362;-7.9787155;-0.005859
Gio_52100mod3_300_2h_1_1-01828;9326.041504;299.959915;-7.994873;-0.005859
Gio_52100mod3_300_2h_1_1-01829;9330.541992;299.916092;-7.9975655;-0.005859
Gio_52100mod3_300_2h_1_1-01830;9337.2924805;300.04078649999997;-7.986794;-0.005859
Gio_52100mod3_300_2h_1_1-01831;9341.791504;299.9943235;-7.9948725;-0.005859
Gio_52100mod3_300_2h_1_1-01832;9346.291016;300.1354215;-7.9841014999999995;-0.005859
Gio_52100mod3_300_2h_1_1-01833;9351.916016;299.825806;-7.981409;-0.005859
Gio_52100mod3_300_2h_1_1-01834;9357.541504;299.90049750000003;-7.946402;-0.005859
Gio_52100mod3_300_2h_1_1-01835;9362.041504;299.961929;-7.976023;-0.005859
Gio_52100mod3_300_2h_1_1-01836;9366.541016;300.0571595;-7.9531345;-0.005859
Gio_52100mod3_300_2h_1_1-01837;9373.291504;300.035248;-7.969291;-0.005859
Gio_52100mod3_300_2h_1_1-01838;9377.791992499999;299.9261325;-7.93967;-0.005859
Gio_52100mod3_300_2h_1_1-01839;9382.291504;300.08757;-7.918127999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01840;9387.917969;300.166901;-7.94371;-0.005859
Gio_52100mod3_300_2h_1_1-01841;9393.541504;300.0761415;-7.94371;-0.005859
Gio_52100mod3_300_2h_1_1-01842;9398.041992;300.087112;-7.9087035;-0.005859
Gio_52100mod3_300_2h_1_1-01843;9402.541504;300.0321655;-7.9235135;-0.005859
Gio_52100mod3_300_2h_1_1-01844;9409.291504;300.0730595;-7.936978;-0.005859
Gio_52100mod3_300_2h_1_1-01845;9413.791504;300.08602900000005;-7.866965;-0.005859
Gio_52100mod3_300_2h_1_1-01846;9418.291504;299.9539185;-7.9127425;-0.005859
Gio_52100mod3_300_2h_1_1-01847;9425.041504;300.0516205;-7.899279;-0.005859
Gio_52100mod3_300_2h_1_1-01848;9429.541992499999;299.98184200000003;-7.9127425;-0.005859
Gio_52100mod3_300_2h_1_1-01849;9434.0424805;299.9085235;-7.8871614999999995;-0.005859
Gio_52100mod3_300_2h_1_1-01850;9438.541504;299.9060515;-7.887161;-0.005859
Gio_52100mod3_300_2h_1_1-01851;9445.291504;300.0191955;-7.8683115;-0.005859
Gio_52100mod3_300_2h_1_1-01852;9449.791016;300.0102235;-7.891201000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01853;9454.291504;300.0726165;-7.852155;-0.005859
Gio_52100mod3_300_2h_1_1-01854;9461.041504;299.96286;-7.850808;-0.005859
Gio_52100mod3_300_2h_1_1-01855;9465.541016;300.024765;-7.849462;-0.005859
Gio_52100mod3_300_2h_1_1-01856;9470.041504;300.02076750000003;-7.8548475;-0.005859
Gio_52100mod3_300_2h_1_1-01857;9474.541992;300.0636445;-7.8292660000000005;-0.005859
Gio_52100mod3_300_2h_1_1-01858;9481.291504;300.0261385;-7.8117635;-0.005859
Gio_52100mod3_300_2h_1_1-01859;9485.7924805;300.01223749999997;-7.8359985000000005;-0.005859
Gio_52100mod3_300_2h_1_1-01860;9490.291504;299.95282;-7.8373445;-0.005859
Gio_52100mod3_300_2h_1_1-01861;9497.041504;300.025696;-7.830613;-0.005859
Gio_52100mod3_300_2h_1_1-01862;9501.541992499999;299.977844;-7.8198415;-0.005859
Gio_52100mod3_300_2h_1_1-01863;9506.0424805;299.950821;-7.8171485;-0.005859
Gio_52100mod3_300_2h_1_1-01864;9510.541504;299.905899;-7.814456;-0.005859
Gio_52100mod3_300_2h_1_1-01865;9515.041992499999;299.9174805;-7.796953;-0.005859
Gio_52100mod3_300_2h_1_1-01866;9521.791504;300.0610355;-7.811763;-0.005859
Gio_52100mod3_300_2h_1_1-01867;9526.291992;299.95977800000003;-7.786182;-0.005859
Gio_52100mod3_300_2h_1_1-01868;9530.791504;300.01318349999997;-7.8050315;-0.005859
Gio_52100mod3_300_2h_1_1-01869;9535.291016;300.060104;-7.800992;-0.005859
Gio_52100mod3_300_2h_1_1-01870;9542.041016;300.0979155;-7.7767575;-0.005859
Gio_52100mod3_300_2h_1_1-01871;9546.541504;299.9957425;-7.7781035;-0.005859
Gio_52100mod3_300_2h_1_1-01872;9551.0424805;299.990189;-7.765985499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01873;9557.791992;300.028137;-7.761947;-0.005859
Gio_52100mod3_300_2h_1_1-01874;9562.291504;300.00669849999997;-7.749829500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01875;9566.791504;300.0026855;-7.761946;-0.005859
Gio_52100mod3_300_2h_1_1-01876;9572.416992;299.92334;-7.736365;-0.005859
Gio_52100mod3_300_2h_1_1-01877;9578.041504;300.053009;-7.747135999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01878;9582.541992;300.023666;-7.741751000000001;-0.005859
