Image;Time(s);Temperature(oC);Change_in_Length(micrometer);Force(N)
Gio_52100mod3_300_2h_1_1-00661;3346.661621;699.9220275;69.77000799999999;-0.005859
Gio_52100mod3_300_2h_1_1-00662;3351.661621;700.0374455;69.767319;-0.005859
Gio_52100mod3_300_2h_1_1-00663;3356.661255;700.04422;69.774048;-0.005859
Gio_52100mod3_300_2h_1_1-00664;3361.6621095;699.929596;69.7551995;-0.005859
Gio_52100mod3_300_2h_1_1-00665;3367.161865;700.032104;69.775391;-0.005859
Gio_52100mod3_300_2h_1_1-00666;3372.161133;700.025085;69.767319;-0.005859
Gio_52100mod3_300_2h_1_1-00667;3377.162109;699.877991;69.756546;-0.005859
Gio_52100mod3_300_2h_1_1-00668;3382.661499;700.034973;69.7753945;-0.005859
Gio_52100mod3_300_2h_1_1-00669;3387.661621;700.08017;69.7700085;-0.005859
Gio_52100mod3_300_2h_1_1-00670;3392.6613770000004;699.9154355000001;69.7578925;-0.005859
Gio_52100mod3_300_2h_1_1-00671;3397.661255;699.982971;69.74981299999999;-0.005859
Gio_52100mod3_300_2h_1_1-00672;3403.161133;699.987;69.71077;-0.005859
Gio_52100mod3_300_2h_1_1-00673;3408.162354;700.069702;69.716148;-0.005859
Gio_52100mod3_300_2h_1_1-00674;3413.161133;700.058289;69.745773;-0.005859
Gio_52100mod3_300_2h_1_1-00675;3418.160889;699.953003;69.716148;-0.005859
Gio_52100mod3_300_2h_1_1-00676;3423.6621095;699.9724120000001;69.7323075;-0.005859
Gio_52100mod3_300_2h_1_1-00677;3428.6617435;699.9807129999999;69.70134350000001;-0.005859
Gio_52100mod3_300_2h_1_1-00678;3433.6617435;699.968353;69.71615249999999;-0.005859
Gio_52100mod3_300_2h_1_1-00679;3439.161377;699.950256;69.721535;-0.005859
Gio_52100mod3_300_2h_1_1-00680;3444.162598;700.125549;69.721535;-0.005859
Gio_52100mod3_300_2h_1_1-00681;3449.161621;700.058289;69.71077;-0.005859
Gio_52100mod3_300_2h_1_1-00682;3454.661133;699.9564515;69.73230749999999;-0.005859
Gio_52100mod3_300_2h_1_1-00683;3459.6618655;699.998657;69.71480550000001;-0.005859
Gio_52100mod3_300_2h_1_1-00684;3464.661621;700.0409850000001;69.69460699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00685;3470.162109;699.900635;69.748466;-0.005859
Gio_52100mod3_300_2h_1_1-00686;3475.160645;700.014648;69.678452;-0.005859
Gio_52100mod3_300_2h_1_1-00687;3480.161621;699.976196;69.689224;-0.005859
Gio_52100mod3_300_2h_1_1-00688;3485.160889;699.998108;69.699997;-0.005859
Gio_52100mod3_300_2h_1_1-00689;3490.661499;699.985504;69.68518449999999;-0.005859
Gio_52100mod3_300_2h_1_1-00690;3495.661621;700.013367;69.69595749999999;-0.005859
Gio_52100mod3_300_2h_1_1-00691;3500.661621;700.0283205000001;69.681145;-0.005859
Gio_52100mod3_300_2h_1_1-00692;3506.162109;700.032227;69.724228;-0.005859
Gio_52100mod3_300_2h_1_1-00693;3511.161133;699.95813;69.694611;-0.005859
Gio_52100mod3_300_2h_1_1-00694;3516.162354;699.993103;69.70269;-0.005859
Gio_52100mod3_300_2h_1_1-00695;3521.161133;699.94873;69.697304;-0.005859
Gio_52100mod3_300_2h_1_1-00696;3526.661255;699.9582825;69.6878775;-0.005859
Gio_52100mod3_300_2h_1_1-00697;3531.6619874999997;699.9925840000001;69.6892245;-0.005859
Gio_52100mod3_300_2h_1_1-00698;3536.661133;699.9953;69.6959535;-0.005859
Gio_52100mod3_300_2h_1_1-00699;3542.161865;699.957947;69.648834;-0.005859
Gio_52100mod3_300_2h_1_1-00700;3547.161377;699.995483;69.70269;-0.005859
Gio_52100mod3_300_2h_1_1-00701;3552.162354;699.984314;69.686531;-0.005859
Gio_52100mod3_300_2h_1_1-00702;3557.161133;699.89978;69.675758;-0.005859
Gio_52100mod3_300_2h_1_1-00703;3562.6619874999997;700.0173335;69.6582565;-0.005859
Gio_52100mod3_300_2h_1_1-00704;3567.6618655;699.9848635;69.6784515;-0.005859
Gio_52100mod3_300_2h_1_1-00705;3572.6619874999997;699.9776609999999;69.68518449999999;-0.005859
Gio_52100mod3_300_2h_1_1-00706;3578.160889;700.034119;69.686531;-0.005859
Gio_52100mod3_300_2h_1_1-00707;3583.162109;699.885681;69.654221;-0.005859
Gio_52100mod3_300_2h_1_1-00708;3588.160889;699.947876;69.664986;-0.005859
Gio_52100mod3_300_2h_1_1-00709;3593.162354;699.982605;69.705383;-0.005859
Gio_52100mod3_300_2h_1_1-00710;3598.6617435;700.0682985000001;69.6245955;-0.005859
Gio_52100mod3_300_2h_1_1-00711;3603.661499;699.93631;69.6784515;-0.005859
Gio_52100mod3_300_2h_1_1-00712;3608.6619875;699.998657;69.6326755;-0.005859
Gio_52100mod3_300_2h_1_1-00713;3614.161133;700.050598;69.656914;-0.005859
Gio_52100mod3_300_2h_1_1-00714;3619.162354;700.007935;69.670372;-0.005859
Gio_52100mod3_300_2h_1_1-00715;3624.160889;700.056335;69.656914;-0.005859
Gio_52100mod3_300_2h_1_1-00716;3629.162109;699.975647;69.654221;-0.005859
Gio_52100mod3_300_2h_1_1-00717;3634.6613770000004;699.998596;69.6515275;-0.005859
Gio_52100mod3_300_2h_1_1-00718;3639.661255;700.0592955;69.6407545;-0.005859
Gio_52100mod3_300_2h_1_1-00719;3644.6621095;699.9454955000001;69.654217;-0.005859
Gio_52100mod3_300_2h_1_1-00720;3650.162598;700.010315;69.635368;-0.005859
Gio_52100mod3_300_2h_1_1-00721;3655.161621;700.020874;69.654221;-0.005859
Gio_52100mod3_300_2h_1_1-00722;3660.162354;699.938965;69.61113;-0.005859
Gio_52100mod3_300_2h_1_1-00723;3665.161377;700.031311;69.576126;-0.005859
Gio_52100mod3_300_2h_1_1-00724;3670.6619874999997;700.0221859999999;69.6124765;-0.005859
Gio_52100mod3_300_2h_1_1-00725;3675.6619874999997;699.9055175;69.627289;-0.005859
Gio_52100mod3_300_2h_1_1-00726;3680.6619874999997;700.0333255;69.61920950000001;-0.005859
Gio_52100mod3_300_2h_1_1-00727;3686.162354;699.855286;69.603058;-0.005859
Gio_52100mod3_300_2h_1_1-00728;3691.160889;699.941528;69.600365;-0.005859
Gio_52100mod3_300_2h_1_1-00729;3696.162109;699.987671;69.573433;-0.005859
Gio_52100mod3_300_2h_1_1-00730;3701.161377;699.993896;69.605751;-0.005859
Gio_52100mod3_300_2h_1_1-00731;3706.6617435;700.0420535000001;69.619213;-0.005859
Gio_52100mod3_300_2h_1_1-00732;3711.6613770000004;700.0021975;69.59632500000001;-0.005859
Gio_52100mod3_300_2h_1_1-00733;3716.6613770000004;699.965637;69.60844;-0.005859
Gio_52100mod3_300_2h_1_1-00734;3722.162109;700.077454;69.621902;-0.005859
Gio_52100mod3_300_2h_1_1-00735;3727.161377;699.987671;69.586899;-0.005859
Gio_52100mod3_300_2h_1_1-00736;3732.162109;699.916199;69.608444;-0.005859
Gio_52100mod3_300_2h_1_1-00737;3737.661621;700.0261230000001;69.5990145;-0.005859
Gio_52100mod3_300_2h_1_1-00738;3742.6618655;699.9812625;69.6138265;-0.005859
Gio_52100mod3_300_2h_1_1-00739;3747.6613770000004;700.036102;69.592285;-0.005859
Gio_52100mod3_300_2h_1_1-00740;3752.161865;700.028687;69.581512;-0.005859
Gio_52100mod3_300_2h_1_1-00741;3757.160645;699.989624;69.592285;-0.005859
Gio_52100mod3_300_2h_1_1-00742;3762.161621;700.033691;69.57074;-0.005859
Gio_52100mod3_300_2h_1_1-00743;3767.160889;700.040649;69.584206;-0.005859
Gio_52100mod3_300_2h_1_1-00744;3772.162109;700.004578;69.57074;-0.005859
Gio_52100mod3_300_2h_1_1-00745;3777.6619874999997;699.9930115;69.57074349999999;-0.005859
Gio_52100mod3_300_2h_1_1-00746;3782.162354;699.93103;69.605751;-0.005859
Gio_52100mod3_300_2h_1_1-00747;3786.6617435;699.9493405;69.582859;-0.005859
Gio_52100mod3_300_2h_1_1-00748;3792.162354;700.061157;69.559967;-0.005859
Gio_52100mod3_300_2h_1_1-00749;3797.161377;700.00592;69.568047;-0.005859
Gio_52100mod3_300_2h_1_1-00750;3802.162354;700.06604;69.543816;-0.005859
Gio_52100mod3_300_2h_1_1-00751;3807.161133;700.127014;69.565353;-0.005859
Gio_52100mod3_300_2h_1_1-00752;3812.6618655;700.0647280000001;69.5559345;-0.005859
Gio_52100mod3_300_2h_1_1-00753;3817.6617435;699.9837950000001;69.555931;-0.005859
Gio_52100mod3_300_2h_1_1-00754;3822.6618655;699.9233095;69.5653535;-0.005859
Gio_52100mod3_300_2h_1_1-00755;3828.161377;699.998962;69.546509;-0.005859
Gio_52100mod3_300_2h_1_1-00756;3833.162598;699.997498;69.541122;-0.005859
Gio_52100mod3_300_2h_1_1-00757;3838.161377;700.022827;69.573433;-0.005859
Gio_52100mod3_300_2h_1_1-00758;3843.6617435;700.072113;69.5545845;-0.005859
Gio_52100mod3_300_2h_1_1-00759;3848.661499;699.9318545;69.5680465;-0.005859
Gio_52100mod3_300_2h_1_1-00760;3853.661621;700.0565495;69.5384295;-0.005859
Gio_52100mod3_300_2h_1_1-00761;3858.661011;700.1315;69.53169650000001;-0.005859
Gio_52100mod3_300_2h_1_1-00762;3864.161133;699.980652;69.53035;-0.005859
Gio_52100mod3_300_2h_1_1-00763;3869.162109;699.953857;69.541122;-0.005859
Gio_52100mod3_300_2h_1_1-00764;3873.661499;699.9629515;69.539776;-0.005859
Gio_52100mod3_300_2h_1_1-00765;3878.160889;699.987;69.554588;-0.005859
Gio_52100mod3_300_2h_1_1-00766;3883.6618655;699.9711305000001;69.52900299999999;-0.005859
Gio_52100mod3_300_2h_1_1-00767;3888.661621;699.9646299999999;69.5276565;-0.005859
Gio_52100mod3_300_2h_1_1-00768;3893.661499;699.995453;69.498035;-0.005859
Gio_52100mod3_300_2h_1_1-00769;3899.161621;699.972107;69.508804;-0.005859
Gio_52100mod3_300_2h_1_1-00770;3904.162354;700.028687;69.506119;-0.005859
Gio_52100mod3_300_2h_1_1-00771;3909.161865;700.016602;69.511497;-0.005859
Gio_52100mod3_300_2h_1_1-00772;3914.911499;725.830963;73.387764;-0.005859
Gio_52100mod3_300_2h_1_1-00773;3919.9123535;775.4209900000001;83.1450615;-0.005859
Gio_52100mod3_300_2h_1_1-00774;3924.9119875;828.847229;79.97834800000001;-0.005859
Gio_52100mod3_300_2h_1_1-00775;3929.662598;867.783325;92.540176;-0.005859
Gio_52100mod3_300_2h_1_1-00776;3935.163086;865.4719845;93.49342;-0.005859
Gio_52100mod3_300_2h_1_1-00777;3940.1627195;865.1390685;94.184124;-0.005859
Gio_52100mod3_300_2h_1_1-00778;3945.1625974999997;865.035095;94.6486285;-0.005859
Gio_52100mod3_300_2h_1_1-00779;3950.66333;865.004822;95.044464;-0.005859
Gio_52100mod3_300_2h_1_1-00780;3955.662842;865.011597;95.346062;-0.005859
Gio_52100mod3_300_2h_1_1-00781;3960.663086;864.965698;95.628799;-0.005859
Gio_52100mod3_300_2h_1_1-00782;3966.1633300000003;865.1453859999999;95.799793;-0.005859
Gio_52100mod3_300_2h_1_1-00783;3971.1633300000003;864.9157105;95.949242;-0.005859
Gio_52100mod3_300_2h_1_1-00784;3976.1633300000003;865.0950929999999;96.10138699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00785;3981.163086;864.9986265;96.22794350000001;-0.005859
Gio_52100mod3_300_2h_1_1-00786;3986.662842;864.901794;96.326233;-0.005859
Gio_52100mod3_300_2h_1_1-00787;3991.663818;865.000488;96.442009;-0.005859
Gio_52100mod3_300_2h_1_1-00788;3996.662598;864.960632;96.520111;-0.005859
Gio_52100mod3_300_2h_1_1-00789;4002.163208;865.000702;96.583393;-0.005859
Gio_52100mod3_300_2h_1_1-00790;4007.163086;865.054871;96.66687;-0.005859
Gio_52100mod3_300_2h_1_1-00791;4012.162964;865.0827025;96.731495;-0.005859
Gio_52100mod3_300_2h_1_1-00792;4017.663818;865.039673;96.810936;-0.005859
Gio_52100mod3_300_2h_1_1-00793;4022.662842;865.070313;96.808243;-0.005859
Gio_52100mod3_300_2h_1_1-00794;4027.663818;864.967712;96.862099;-0.005859
Gio_52100mod3_300_2h_1_1-00795;4032.662842;865.01709;96.907875;-0.005859
Gio_52100mod3_300_2h_1_1-00796;4038.163208;865.0078735;96.925377;-0.005859
Gio_52100mod3_300_2h_1_1-00797;4043.163208;864.8947450000001;96.9442255;-0.005859
Gio_52100mod3_300_2h_1_1-00798;4048.1628419999997;865.0562135;96.957691;-0.005859
Gio_52100mod3_300_2h_1_1-00799;4053.162964;864.961243;97.0371245;-0.005859
Gio_52100mod3_300_2h_1_1-00800;4058.66333;864.988892;97.007507;-0.005859
Gio_52100mod3_300_2h_1_1-00801;4063.662109;865.017639;97.093674;-0.005859
Gio_52100mod3_300_2h_1_1-00802;4068.66333;864.977173;97.080208;-0.005859
Gio_52100mod3_300_2h_1_1-00803;4074.1625974999997;865.0555115;97.0627135;-0.005859
Gio_52100mod3_300_2h_1_1-00804;4079.1634525;864.9756165;97.123295;-0.005859
Gio_52100mod3_300_2h_1_1-00805;4084.1635745000003;865.0022275;97.085594;-0.005859
Gio_52100mod3_300_2h_1_1-00806;4089.662109;865.004578;97.082901;-0.005859
Gio_52100mod3_300_2h_1_1-00807;4094.66333;865.090881;97.104446;-0.005859
Gio_52100mod3_300_2h_1_1-00808;4099.662598;865.175293;97.101753;-0.005859
Gio_52100mod3_300_2h_1_1-00809;4104.663574;864.985168;97.144836;-0.005859
Gio_52100mod3_300_2h_1_1-00810;4110.1633305;865.0064085;97.101753;-0.005859
Gio_52100mod3_300_2h_1_1-00811;4115.1635745;865.0278625000001;97.1286815;-0.005859
Gio_52100mod3_300_2h_1_1-00812;4120.1623535;865.0121765;97.128685;-0.005859
Gio_52100mod3_300_2h_1_1-00813;4125.1625975;864.9648434999999;97.12733850000001;-0.005859
Gio_52100mod3_300_2h_1_1-00814;4130.663574;865.050049;97.101753;-0.005859
Gio_52100mod3_300_2h_1_1-00815;4135.663086;864.90033;97.155609;-0.005859
Gio_52100mod3_300_2h_1_1-00816;4140.663574;865.113586;97.155609;-0.005859
Gio_52100mod3_300_2h_1_1-00817;4146.1635745;865.0408325;97.15830199999999;-0.005859
Gio_52100mod3_300_2h_1_1-00818;4151.1625975;864.9726255;97.1434935;-0.005859
Gio_52100mod3_300_2h_1_1-00819;4156.1630860000005;865.0338744999999;97.13676050000001;-0.005859
Gio_52100mod3_300_2h_1_1-00820;4161.662598;864.955383;97.096367;-0.005859
Gio_52100mod3_300_2h_1_1-00821;4166.663574;864.952759;97.123299;-0.005859
Gio_52100mod3_300_2h_1_1-00822;4171.662598;864.921082;97.152908;-0.005859
Gio_52100mod3_300_2h_1_1-00823;4176.663574;865.065918;97.117912;-0.005859
Gio_52100mod3_300_2h_1_1-00824;4182.1630860000005;864.9867245;97.1152155;-0.005859
Gio_52100mod3_300_2h_1_1-00825;4187.1630860000005;864.8912654999999;97.1179125;-0.005859
Gio_52100mod3_300_2h_1_1-00826;4192.1625975;865.0261535;97.095028;-0.005859
Gio_52100mod3_300_2h_1_1-00827;4197.662109;864.908508;97.131371;-0.005859
Gio_52100mod3_300_2h_1_1-00828;4202.663086;865.119141;97.093674;-0.005859
Gio_52100mod3_300_2h_1_1-00829;4207.662598;865.016052;97.120605;-0.005859
Gio_52100mod3_300_2h_1_1-00830;4213.1630860000005;864.9447025;97.06406;-0.005859
Gio_52100mod3_300_2h_1_1-00831;4218.1633305;864.9284365;97.07886500000001;-0.005859
Gio_52100mod3_300_2h_1_1-00832;4223.1635745;865.0066525;97.078865;-0.005859
Gio_52100mod3_300_2h_1_1-00833;4228.1635745;864.9980165;97.05328349999999;-0.005859
Gio_52100mod3_300_2h_1_1-00834;4233.663086;865.033081;97.050591;-0.005859
Gio_52100mod3_300_2h_1_1-00835;4238.662109;865.019836;97.039818;-0.005859
Gio_52100mod3_300_2h_1_1-00836;4243.663574;865.070618;97.031738;-0.005859
Gio_52100mod3_300_2h_1_1-00837;4249.1625975;864.9806825000001;97.023663;-0.005859
Gio_52100mod3_300_2h_1_1-00838;4254.1625975;864.9804385;97.0169335;-0.005859
Gio_52100mod3_300_2h_1_1-00839;4259.1630860000005;864.992065;96.981922;-0.005859
Gio_52100mod3_300_2h_1_1-00840;4264.1630860000005;865.021332;97.0075075;-0.005859
Gio_52100mod3_300_2h_1_1-00841;4269.663086;865.060242;96.945572;-0.005859
Gio_52100mod3_300_2h_1_1-00842;4274.662109;864.985596;96.994041;-0.005859
Gio_52100mod3_300_2h_1_1-00843;4279.663086;864.974182;96.961731;-0.005859
Gio_52100mod3_300_2h_1_1-00844;4284.664063;865.012207;96.967117;-0.005859
Gio_52100mod3_300_2h_1_1-00845;4290.1628415;864.928131;96.945568;-0.005859
Gio_52100mod3_300_2h_1_1-00846;4295.1630860000005;864.9458010000001;96.9307595;-0.005859
Gio_52100mod3_300_2h_1_1-00847;4300.1633305;864.9796145;96.9199905;-0.005859
Gio_52100mod3_300_2h_1_1-00848;4305.662598;865.052551;96.918648;-0.005859
Gio_52100mod3_300_2h_1_1-00849;4310.664063;864.976257;96.907875;-0.005859
Gio_52100mod3_300_2h_1_1-00850;4315.663086;865.068787;96.913261;-0.005859
Gio_52100mod3_300_2h_1_1-00851;4320.664063;864.933472;96.870171;-0.005859
Gio_52100mod3_300_2h_1_1-00852;4326.1630860000005;865.103546;96.8661425;-0.005859
Gio_52100mod3_300_2h_1_1-00853;4331.1635745;865.044281;96.87017449999999;-0.005859
Gio_52100mod3_300_2h_1_1-00854;4336.1625975;865.0264585;96.84594000000001;-0.005859
Gio_52100mod3_300_2h_1_1-00855;4341.663574;864.964966;96.824394;-0.005859
Gio_52100mod3_300_2h_1_1-00856;4346.662109;864.991089;96.840546;-0.005859
Gio_52100mod3_300_2h_1_1-00857;4351.663574;865.068787;96.821701;-0.005859
Gio_52100mod3_300_2h_1_1-00858;4357.1628415;864.8927005;96.7866975;-0.005859
Gio_52100mod3_300_2h_1_1-00859;4362.1630860000005;865.0502624999999;96.76111599999999;-0.005859
Gio_52100mod3_300_2h_1_1-00860;4367.1633305;864.962738;96.785358;-0.005859
Gio_52100mod3_300_2h_1_1-00861;4372.1630860000005;864.979004;96.7611165;-0.005859
Gio_52100mod3_300_2h_1_1-00862;4377.1630860000005;865.0903935;96.750343;-0.005859
Gio_52100mod3_300_2h_1_1-00863;4382.662598;865.077087;96.727455;-0.005859
Gio_52100mod3_300_2h_1_1-00864;4387.663574;864.956848;96.740921;-0.005859
Gio_52100mod3_300_2h_1_1-00865;4392.662598;864.985168;96.708611;-0.005859
Gio_52100mod3_300_2h_1_1-00866;4398.1635745;865.022156;96.695145;-0.005859
Gio_52100mod3_300_2h_1_1-00867;4403.1625975;865.0089415;96.66013749999999;-0.005859
Gio_52100mod3_300_2h_1_1-00868;4408.1625975;865.0147705;96.6938015;-0.005859
Gio_52100mod3_300_2h_1_1-00869;4413.1625975;865.0896299999999;96.65071449999999;-0.005859
Gio_52100mod3_300_2h_1_1-00870;4418.662109;864.97998;96.611664;-0.005859
Gio_52100mod3_300_2h_1_1-00871;4423.663086;865.05127;96.652061;-0.005859
Gio_52100mod3_300_2h_1_1-00872;4428.662109;864.913818;96.614349;-0.005859
Gio_52100mod3_300_2h_1_1-00873;4434.1625975;864.9436955;96.5982015;-0.005859
Gio_52100mod3_300_2h_1_1-00874;4439.1625975;864.9667055;96.564537;-0.005859
Gio_52100mod3_300_2h_1_1-00875;4444.1625975;864.99646;96.5753095;-0.005859
Gio_52100mod3_300_2h_1_1-00876;4449.1625975;864.9859315;96.5780065;-0.005859
Gio_52100mod3_300_2h_1_1-00877;4454.662109;865.000671;96.53627;-0.005859
Gio_52100mod3_300_2h_1_1-00878;4459.663574;864.936157;96.538963;-0.005859
Gio_52100mod3_300_2h_1_1-00879;4464.662109;864.959106;96.547043;-0.005859
Gio_52100mod3_300_2h_1_1-00880;4470.1625975;864.9485475;96.520111;-0.005859
Gio_52100mod3_300_2h_1_1-00881;4475.1630860000005;865.0621335000001;96.498573;-0.005859
Gio_52100mod3_300_2h_1_1-00882;4480.1628415;864.9651185;96.51338200000001;-0.005859
Gio_52100mod3_300_2h_1_1-00883;4485.1625975;864.9711915;96.470295;-0.005859
Gio_52100mod3_300_2h_1_1-00884;4490.662598;864.979553;96.452789;-0.005859
Gio_52100mod3_300_2h_1_1-00885;4495.664063;864.970642;96.439331;-0.005859
Gio_52100mod3_300_2h_1_1-00886;4500.662598;864.912537;96.423172;-0.005859
Gio_52100mod3_300_2h_1_1-00887;4506.1625975;864.9728084999999;96.4245185;-0.005859
Gio_52100mod3_300_2h_1_1-00888;4511.1625975;864.987457;96.3814395;-0.005859
Gio_52100mod3_300_2h_1_1-00889;4516.1625975;865.032593;96.369316;-0.005859
Gio_52100mod3_300_2h_1_1-00890;4521.1630860000005;864.9400025;96.3935505;-0.005859
Gio_52100mod3_300_2h_1_1-00891;4526.1630860000005;864.994324;96.397591;-0.005859
Gio_52100mod3_300_2h_1_1-00892;4530.664063;865.004211;96.355843;-0.005859
Gio_52100mod3_300_2h_1_1-00893;4535.662598;865.111328;96.326233;-0.005859
Gio_52100mod3_300_2h_1_1-00894;4540.663086;865.128967;96.35585;-0.005859
Gio_52100mod3_300_2h_1_1-00895;4546.1630860000005;864.974396;96.3181535;-0.005859
Gio_52100mod3_300_2h_1_1-00896;4551.162842;865.0062255;96.2966155;-0.005859
Gio_52100mod3_300_2h_1_1-00897;4556.1633305;864.954254;96.2804525;-0.005859
Gio_52100mod3_300_2h_1_1-00898;4561.662109;865.063477;96.266991;-0.005859
Gio_52100mod3_300_2h_1_1-00899;4566.663086;864.935181;96.269684;-0.005859
Gio_52100mod3_300_2h_1_1-00900;4571.662109;864.897217;96.229294;-0.005859
Gio_52100mod3_300_2h_1_1-00901;4577.1625975;865.177765;96.2333295;-0.005859
Gio_52100mod3_300_2h_1_1-00902;4582.1630860000005;864.9612125;96.23064049999999;-0.005859
Gio_52100mod3_300_2h_1_1-00903;4587.1630860000005;864.9689945;96.20909499999999;-0.005859
Gio_52100mod3_300_2h_1_1-00904;4592.1625975;865.006653;96.2037085;-0.005859
Gio_52100mod3_300_2h_1_1-00905;4597.663086;864.92804;96.159279;-0.005859
Gio_52100mod3_300_2h_1_1-00906;4602.662109;864.938354;96.14312;-0.005859
Gio_52100mod3_300_2h_1_1-00907;4607.663086;864.947327;96.180824;-0.005859
Gio_52100mod3_300_2h_1_1-00908;4613.1630860000005;864.9306335;96.17274499999999;-0.005859
Gio_52100mod3_300_2h_1_1-00909;4618.1625975;864.9833065;96.1229285;-0.005859
Gio_52100mod3_300_2h_1_1-00910;4623.1635745;865.0299075;96.0960005;-0.005859
Gio_52100mod3_300_2h_1_1-00911;4628.664063;865.000977;96.070419;-0.005859
Gio_52100mod3_300_2h_1_1-00912;4633.663086;864.97699;96.05426;-0.005859
Gio_52100mod3_300_2h_1_1-00913;4638.664063;864.926819;96.035408;-0.005859
Gio_52100mod3_300_2h_1_1-00914;4643.663086;864.96637;96.075806;-0.005859
Gio_52100mod3_300_2h_1_1-00915;4649.1630860000005;865.081299;96.0758055;-0.005859
Gio_52100mod3_300_2h_1_1-00916;4654.1625975;864.974976;96.042141;-0.005859
Gio_52100mod3_300_2h_1_1-00917;4659.1635745;864.932556;96.0219455;-0.005859
Gio_52100mod3_300_2h_1_1-00918;4664.663086;865.04071;96.011185;-0.005859
Gio_52100mod3_300_2h_1_1-00919;4669.662109;865.021912;95.986938;-0.005859
Gio_52100mod3_300_2h_1_1-00920;4674.663086;864.987732;96.008484;-0.005859
Gio_52100mod3_300_2h_1_1-00921;4679.662598;865.09436;95.957321;-0.005859
Gio_52100mod3_300_2h_1_1-00922;4685.1630860000005;865.001282;95.93846500000001;-0.005859
Gio_52100mod3_300_2h_1_1-00923;4690.1633305;864.9338680000001;95.9290505;-0.005859
Gio_52100mod3_300_2h_1_1-00924;4695.1625975;865.03067;95.9452015;-0.005859
Gio_52100mod3_300_2h_1_1-00925;4700.662109;864.965027;95.895386;-0.005859
Gio_52100mod3_300_2h_1_1-00926;4705.663086;865.010925;95.892685;-0.005859
Gio_52100mod3_300_2h_1_1-00927;4710.662598;864.92511;95.860367;-0.005859
Gio_52100mod3_300_2h_1_1-00928;4715.663574;865.079895;95.889999;-0.005859
Gio_52100mod3_300_2h_1_1-00929;4721.1625975;865.035309;95.8455695;-0.005859
Gio_52100mod3_300_2h_1_1-00930;4726.1635745;865.0722045;95.84557699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00931;4731.1635745;865.0206909999999;95.8321035;-0.005859
Gio_52100mod3_300_2h_1_1-00932;4736.662109;865.068787;95.828079;-0.005859
Gio_52100mod3_300_2h_1_1-00933;4741.663574;864.98877;95.798447;-0.005859
Gio_52100mod3_300_2h_1_1-00934;4746.662109;864.994934;95.795746;-0.005859
Gio_52100mod3_300_2h_1_1-00935;4751.663086;864.95459;95.741898;-0.005859
Gio_52100mod3_300_2h_1_1-00936;4757.1630860000005;865.0145875;95.75940700000001;-0.005859
Gio_52100mod3_300_2h_1_1-00937;4762.1633305;865.0104985;95.729782;-0.005859
Gio_52100mod3_300_2h_1_1-00938;4767.1635745;864.95993;95.724396;-0.005859
Gio_52100mod3_300_2h_1_1-00939;4772.664063;864.919067;95.731117;-0.005859
Gio_52100mod3_300_2h_1_1-00940;4777.663086;865.033508;95.701508;-0.005859
Gio_52100mod3_300_2h_1_1-00941;4782.664063;864.944641;95.714973;-0.005859
Gio_52100mod3_300_2h_1_1-00942;4788.1635745;864.9707945;95.6947825;-0.005859
Gio_52100mod3_300_2h_1_1-00943;4793.1633305;864.9924625000001;95.6651495;-0.005859
Gio_52100mod3_300_2h_1_1-00944;4798.1633305;864.9762575;95.66381100000001;-0.005859
Gio_52100mod3_300_2h_1_1-00945;4803.1635745;864.8944395;95.6584245;-0.005859
Gio_52100mod3_300_2h_1_1-00946;4808.662109;865.086243;95.653038;-0.005859
Gio_52100mod3_300_2h_1_1-00947;4813.663574;865.027832;95.623405;-0.005859
Gio_52100mod3_300_2h_1_1-00948;4818.662109;864.933105;95.593796;-0.005859
Gio_52100mod3_300_2h_1_1-00949;4823.663574;864.882813;95.618027;-0.005859
Gio_52100mod3_300_2h_1_1-00950;4829.1630860000005;865.0435185;95.5937955;-0.005859
Gio_52100mod3_300_2h_1_1-00951;4834.1633305;865.016449;95.565529;-0.005859
Gio_52100mod3_300_2h_1_1-00952;4839.1635745;864.9906920000001;95.56821450000001;-0.005859
Gio_52100mod3_300_2h_1_1-00953;4844.662598;864.907227;95.545326;-0.005859
Gio_52100mod3_300_2h_1_1-00954;4849.663574;864.982056;95.545326;-0.005859
Gio_52100mod3_300_2h_1_1-00955;4854.663086;865.011047;95.53994;-0.005859
Gio_52100mod3_300_2h_1_1-00956;4859.664063;864.946106;95.513008;-0.005859
Gio_52100mod3_300_2h_1_1-00957;4865.1630860000005;864.969757;95.4739645;-0.005859
Gio_52100mod3_300_2h_1_1-00958;4870.1630860000005;864.991791;95.4564625;-0.005859
Gio_52100mod3_300_2h_1_1-00959;4875.1628415;864.9792785;95.460503;-0.005859
Gio_52100mod3_300_2h_1_1-00960;4880.662598;865.073669;95.483391;-0.005859
Gio_52100mod3_300_2h_1_1-00961;4885.663086;864.959595;95.453773;-0.005859
Gio_52100mod3_300_2h_1_1-00962;4890.662109;864.943115;95.437614;-0.005859
Gio_52100mod3_300_2h_1_1-00963;4896.1633305;865.0530395000001;95.418766;-0.005859
Gio_52100mod3_300_2h_1_1-00964;4901.1625975;864.9924925;95.43357499999999;-0.005859
